customer_id,age,gender,region,contract_type,tenure_months,monthly_charges,total_charges,internet_service,phone_service,multiple_lines,payment_method,churn
CUST02271,58,Female,North,One year,52,56.87,2983.79,DSL,Yes,No,Mailed check,0
CUST02272,34,Male,West,Month-to-Month,39,42.86,1676.27,DSL,Yes,Yes,Bank transfer,0
CUST02273,57,Male,East,Month-to-Month,31,36.18,1170.71,No,Yes,Yes,Mailed check,0
CUST02274,48,Female,North,Two year,14,99.31,1393.43,Fiber optic,Yes,Yes,Bank transfer,0
CUST02275,51,Female,North,Two year,64,43.23,2790.74,DSL,Yes,Yes,Credit card,0
CUST02276,77,Male,North,Month-to-Month,44,56.47,2523.95,No,Yes,No,Bank transfer,0
CUST02277,41,Female,East,One year,60,110.79,6676.55,Fiber optic,No,No phone service,Credit card,0
CUST02278,62,Female,North,One year,2,98.55,201.91,DSL,No,No phone service,Bank transfer,1
CUST02279,52,Female,South,One year,32,72.4,2344.57,Fiber optic,Yes,No,Mailed check,1
CUST02280,65,Female,North,Two year,36,29.39,1103.31,Fiber optic,Yes,No,Mailed check,0
CUST02281,23,Female,South,Month-to-Month,55,114.55,6331.35,DSL,Yes,No,Bank transfer,0
CUST02282,36,Male,West,One year,63,90.91,5766.3,Fiber optic,Yes,No,Electronic check,0
CUST02283,47,Female,South,One year,69,23.51,1645.31,DSL,Yes,No,Mailed check,0
CUST02284,24,Female,West,Month-to-Month,40,114.88,4610.8,Fiber optic,Yes,Yes,Bank transfer,0
CUST02285,27,Male,West,Month-to-Month,24,27.17,662.09,DSL,Yes,No,Electronic check,1
CUST02286,58,Male,South,Month-to-Month,58,80.3,4699.86,DSL,Yes,Yes,Bank transfer,0
CUST02287,49,Male,West,One year,28,59.39,1698.25,No,Yes,No,Credit card,0
CUST02288,51,Male,South,One year,62,118.09,7330.47,Fiber optic,Yes,Yes,Credit card,0
CUST02289,45,Female,East,Month-to-Month,25,112.31,2835.34,DSL,Yes,No,Credit card,0
CUST02290,77,Female,West,Month-to-Month,7,79.88,594.64,Fiber optic,Yes,Yes,Mailed check,1
CUST02291,32,Female,South,Month-to-Month,38,90.12,3452.96,No,Yes,Yes,Mailed check,1
CUST02292,47,Female,West,Month-to-Month,71,102.16,7300.83,DSL,No,No phone service,Bank transfer,0
CUST02293,54,Male,North,Month-to-Month,45,102.03,4600.59,Fiber optic,Yes,No,Electronic check,0
CUST02294,46,Male,South,Month-to-Month,32,79.91,2592.84,Fiber optic,Yes,No,Mailed check,0
CUST02295,39,Female,North,One year,32,45.17,1476.27,Fiber optic,Yes,Yes,Electronic check,1
CUST02296,21,Female,West,Month-to-Month,1,51.27,97.22,Fiber optic,Yes,Yes,Bank transfer,0
CUST02297,37,Female,West,Two year,45,86.56,3938.33,Fiber optic,Yes,No,Electronic check,0
CUST02298,49,Female,East,Month-to-Month,64,88.78,5714.34,No,No,No phone service,Electronic check,0
CUST02299,53,Male,South,Two year,68,57.15,3908.0,No,Yes,No,Bank transfer,0
CUST02300,67,Female,North,Month-to-Month,7,108.78,769.66,DSL,Yes,Yes,Mailed check,1
CUST02301,21,Male,East,One year,38,60.01,2320.52,No,Yes,Yes,Electronic check,0
CUST02302,44,Male,West,Month-to-Month,70,89.85,6330.72,DSL,Yes,Yes,Mailed check,0
CUST02303,34,Male,West,Month-to-Month,53,40.94,2187.93,Fiber optic,No,No phone service,Electronic check,1
CUST02304,29,Male,East,Month-to-Month,30,55.31,1670.61,No,Yes,Yes,Bank transfer,0
CUST02305,39,Female,North,Month-to-Month,22,74.61,1688.0,Fiber optic,No,No phone service,Credit card,0
CUST02306,34,Female,West,One year,58,23.76,1401.52,DSL,Yes,No,Electronic check,0
CUST02307,27,Female,West,Month-to-Month,55,24.19,1367.26,No,Yes,No,Mailed check,0
CUST02308,71,Female,South,Two year,46,46.98,2192.16,DSL,Yes,Yes,Electronic check,0
CUST02309,18,Male,East,Month-to-Month,26,102.78,2707.26,DSL,Yes,Yes,Credit card,1
CUST02310,39,Male,West,Two year,64,41.65,2666.53,Fiber optic,Yes,Yes,Credit card,0
CUST02311,43,Male,North,Month-to-Month,9,108.59,1008.62,DSL,Yes,Yes,Mailed check,0
CUST02312,73,Female,South,Month-to-Month,15,91.61,1401.63,No,Yes,Yes,Bank transfer,0
CUST02313,76,Male,East,Month-to-Month,19,88.89,1726.58,DSL,Yes,No,Bank transfer,0
CUST02314,35,Male,North,Two year,16,87.41,1445.45,No,Yes,Yes,Electronic check,0
CUST02315,67,Male,West,Month-to-Month,25,117.63,2982.25,No,Yes,No,Electronic check,0
CUST02316,31,Male,East,Month-to-Month,51,83.37,4273.98,Fiber optic,No,No phone service,Credit card,0
CUST02317,64,Female,East,Month-to-Month,46,84.93,3936.56,Fiber optic,Yes,Yes,Mailed check,1
CUST02318,46,Male,North,Month-to-Month,7,65.34,469.31,Fiber optic,No,No phone service,Electronic check,1
CUST02319,29,Male,East,Month-to-Month,34,107.23,3645.94,DSL,Yes,No,Bank transfer,1
CUST02320,53,Female,North,Month-to-Month,58,25.74,1500.18,DSL,Yes,No,Bank transfer,0
CUST02321,76,Female,West,One year,23,54.43,1255.5,No,Yes,No,Bank transfer,0
CUST02322,52,Female,South,One year,23,48.67,1156.9,Fiber optic,Yes,No,Mailed check,0
CUST02323,69,Male,North,Two year,17,59.8,1025.98,No,Yes,Yes,Credit card,0
CUST02324,78,Male,South,Month-to-Month,13,67.99,889.44,Fiber optic,Yes,No,Electronic check,1
CUST02325,29,Male,East,Month-to-Month,27,115.61,3135.72,DSL,Yes,No,Bank transfer,0
CUST02326,24,Male,North,Two year,66,112.45,7468.38,DSL,Yes,No,Electronic check,0
CUST02327,46,Female,West,Month-to-Month,30,81.13,2447.64,DSL,Yes,Yes,Electronic check,1
CUST02328,28,Male,North,Month-to-Month,4,21.99,120.8,No,Yes,Yes,Electronic check,1
CUST02329,50,Male,North,One year,67,75.56,5104.2,Fiber optic,Yes,Yes,Mailed check,0
CUST02330,23,Female,North,Month-to-Month,14,26.85,417.35,Fiber optic,No,No phone service,Bank transfer,1
CUST02331,64,Female,South,Month-to-Month,11,55.97,662.86,Fiber optic,Yes,Yes,Electronic check,1
CUST02332,32,Female,South,Month-to-Month,40,50.45,2036.12,DSL,No,No phone service,Electronic check,1
CUST02333,49,Male,East,Month-to-Month,3,84.81,278.83,DSL,No,No phone service,Electronic check,0
CUST02334,68,Male,East,Month-to-Month,1,21.79,33.67,DSL,Yes,Yes,Credit card,0
CUST02335,28,Male,East,Month-to-Month,9,98.87,893.08,DSL,Yes,Yes,Mailed check,1
CUST02336,75,Male,East,Month-to-Month,1,102.64,151.55,DSL,No,No phone service,Electronic check,1
CUST02337,40,Male,North,One year,16,23.23,415.01,DSL,Yes,No,Mailed check,0
CUST02338,43,Female,South,Month-to-Month,46,28.18,1312.03,No,Yes,No,Electronic check,1
CUST02339,51,Female,South,One year,10,112.07,1160.2,Fiber optic,No,No phone service,Bank transfer,0
CUST02340,63,Male,South,Month-to-Month,33,81.6,2734.29,DSL,Yes,Yes,Electronic check,0
CUST02341,51,Male,South,One year,41,116.03,4769.49,Fiber optic,Yes,Yes,Mailed check,0
CUST02342,46,Male,East,Two year,51,65.76,3400.45,DSL,Yes,No,Mailed check,0
CUST02343,21,Male,North,One year,22,39.06,875.34,Fiber optic,Yes,No,Mailed check,0
CUST02344,34,Male,South,One year,16,57.02,940.72,DSL,Yes,No,Credit card,1
CUST02345,52,Female,West,Month-to-Month,62,112.9,7039.68,No,Yes,No,Credit card,0
CUST02346,30,Female,North,Month-to-Month,53,31.53,1700.59,DSL,Yes,No,Electronic check,1
CUST02347,58,Female,West,Month-to-Month,14,109.22,1542.05,No,Yes,No,Electronic check,1
CUST02348,56,Male,North,Month-to-Month,59,72.97,4351.87,Fiber optic,No,No phone service,Credit card,1
CUST02349,32,Male,North,Month-to-Month,26,27.01,702.43,Fiber optic,Yes,Yes,Electronic check,1
CUST02350,72,Female,North,Month-to-Month,44,59.98,2665.36,No,Yes,No,Bank transfer,1
CUST02351,46,Female,West,Month-to-Month,20,44.32,888.64,DSL,Yes,No,Credit card,1
CUST02352,46,Male,South,Two year,5,77.53,420.39,DSL,No,No phone service,Bank transfer,1
CUST02353,28,Female,South,One year,65,35.24,2292.72,DSL,Yes,Yes,Credit card,0
CUST02354,69,Female,West,Month-to-Month,11,114.13,1258.26,No,Yes,No,Electronic check,0
CUST02355,49,Male,South,Month-to-Month,47,41.13,1957.77,DSL,Yes,Yes,Electronic check,0
CUST02356,19,Female,East,One year,10,83.29,867.29,DSL,Yes,No,Electronic check,1
CUST02357,64,Female,South,Month-to-Month,61,103.13,6311.98,Fiber optic,Yes,No,Credit card,1
CUST02358,31,Female,East,Month-to-Month,45,79.59,3627.25,Fiber optic,Yes,Yes,Electronic check,0
CUST02359,37,Male,East,Month-to-Month,47,85.56,4067.67,DSL,Yes,No,Credit card,0
CUST02360,39,Female,East,Month-to-Month,34,60.93,2094.06,Fiber optic,Yes,No,Mailed check,1
CUST02361,28,Female,West,Month-to-Month,13,30.18,422.45,DSL,Yes,Yes,Credit card,0
CUST02362,44,Female,South,One year,23,33.13,810.94,DSL,Yes,Yes,Mailed check,1
CUST02363,20,Male,South,Month-to-Month,36,90.22,3289.01,Fiber optic,Yes,No,Electronic check,1
CUST02364,34,Male,West,Month-to-Month,63,99.72,6289.08,Fiber optic,Yes,No,Electronic check,0
CUST02365,79,Female,West,One year,47,104.23,4902.37,No,Yes,No,Bank transfer,0
CUST02366,61,Male,South,One year,66,56.27,3742.29,Fiber optic,Yes,Yes,Bank transfer,0
CUST02367,73,Female,West,Month-to-Month,14,116.89,1678.59,DSL,Yes,No,Electronic check,1
CUST02368,45,Male,West,One year,53,84.16,4498.34,Fiber optic,Yes,No,Bank transfer,0
CUST02369,46,Male,East,Two year,66,35.36,2365.09,No,Yes,Yes,Credit card,0
CUST02370,38,Female,West,Two year,49,26.73,1351.52,DSL,Yes,No,Bank transfer,0
CUST02371,64,Female,East,One year,16,74.49,1198.35,Fiber optic,Yes,No,Mailed check,0
CUST02372,33,Female,North,One year,68,94.11,6423.02,Fiber optic,No,No phone service,Electronic check,1
CUST02373,54,Male,East,Month-to-Month,43,21.81,977.3,DSL,Yes,No,Electronic check,1
CUST02374,76,Female,East,One year,65,22.26,1454.9,Fiber optic,Yes,Yes,Credit card,1
CUST02375,37,Male,West,One year,9,77.83,719.14,Fiber optic,No,No phone service,Credit card,1
CUST02376,23,Male,South,Month-to-Month,21,118.99,2521.75,DSL,Yes,No,Electronic check,0
CUST02377,36,Female,North,Month-to-Month,43,93.75,4035.0,DSL,Yes,No,Mailed check,0
CUST02378,74,Male,North,One year,66,35.16,2321.69,No,Yes,No,Electronic check,0
CUST02379,22,Female,North,Two year,4,28.72,140.26,DSL,Yes,No,Bank transfer,0
CUST02380,20,Male,South,Month-to-Month,7,101.43,755.36,Fiber optic,Yes,Yes,Mailed check,0
CUST02381,76,Female,North,Month-to-Month,58,100.98,5861.97,Fiber optic,Yes,Yes,Bank transfer,0
CUST02382,18,Male,North,One year,4,65.68,269.19,DSL,Yes,No,Electronic check,0
CUST02383,75,Male,South,Month-to-Month,20,23.57,474.28,No,Yes,No,Electronic check,0
CUST02384,77,Female,North,Month-to-Month,35,96.63,3400.16,Fiber optic,Yes,No,Credit card,0
CUST02385,55,Male,West,Month-to-Month,59,61.19,3629.91,Fiber optic,Yes,Yes,Electronic check,1
CUST02386,32,Female,West,Month-to-Month,45,101.64,4622.97,Fiber optic,No,No phone service,Bank transfer,1
CUST02387,51,Male,East,One year,14,34.41,522.88,No,Yes,No,Bank transfer,0
CUST02388,78,Male,East,Month-to-Month,22,66.33,1477.54,No,No,No phone service,Electronic check,1
CUST02389,52,Male,East,Month-to-Month,48,72.64,3505.76,DSL,Yes,No,Electronic check,0
CUST02390,66,Female,West,Month-to-Month,30,56.96,1729.61,Fiber optic,Yes,Yes,Bank transfer,1
CUST02391,42,Female,West,Month-to-Month,29,118.99,3480.23,DSL,Yes,Yes,Electronic check,0
CUST02392,41,Female,West,One year,36,96.29,3510.26,DSL,No,No phone service,Mailed check,0
CUST02393,29,Female,East,Month-to-Month,42,103.01,4337.9,DSL,Yes,Yes,Credit card,0
CUST02394,35,Female,East,Month-to-Month,29,44.11,1291.47,Fiber optic,No,No phone service,Mailed check,1
CUST02395,32,Male,East,Month-to-Month,7,58.47,458.81,No,Yes,Yes,Electronic check,1
CUST02396,61,Male,East,Month-to-Month,32,31.08,1019.02,Fiber optic,Yes,Yes,Mailed check,0
CUST02397,33,Female,East,One year,13,119.83,1592.01,Fiber optic,Yes,Yes,Credit card,0
CUST02398,44,Male,East,Month-to-Month,13,45.76,635.3,No,Yes,No,Electronic check,0
CUST02399,25,Male,West,One year,54,30.06,1647.71,No,Yes,Yes,Electronic check,0
CUST02400,77,Male,South,Month-to-Month,14,40.52,568.1,Fiber optic,Yes,No,Electronic check,1
CUST02401,63,Male,South,Month-to-Month,6,77.16,500.44,No,Yes,Yes,Credit card,1
CUST02402,42,Female,East,One year,16,53.57,886.28,DSL,Yes,Yes,Bank transfer,1
CUST02403,34,Male,South,Two year,41,36.4,1536.29,DSL,Yes,No,Electronic check,1
CUST02404,46,Female,South,Two year,52,66.83,3515.19,DSL,Yes,No,Electronic check,0
CUST02405,70,Female,West,Month-to-Month,16,87.05,1412.55,DSL,Yes,Yes,Electronic check,0
CUST02406,25,Male,East,Month-to-Month,5,86.48,434.53,Fiber optic,Yes,Yes,Mailed check,1
CUST02407,32,Female,East,Two year,24,21.47,542.77,No,Yes,Yes,Credit card,0
CUST02408,44,Male,South,Month-to-Month,43,95.54,4157.28,Fiber optic,Yes,No,Electronic check,0
CUST02409,63,Male,East,One year,65,44.12,2876.37,Fiber optic,Yes,Yes,Bank transfer,0
CUST02410,67,Male,East,One year,10,112.22,1147.56,DSL,Yes,Yes,Mailed check,0
CUST02411,69,Female,East,Two year,59,33.85,2003.14,Fiber optic,Yes,No,Mailed check,0
CUST02412,24,Female,East,Two year,35,59.94,2144.86,DSL,No,No phone service,Electronic check,0
CUST02413,20,Female,South,Month-to-Month,31,51.22,1629.19,Fiber optic,No,No phone service,Electronic check,1
CUST02414,46,Male,North,One year,11,69.14,787.4,Fiber optic,No,No phone service,Electronic check,0
CUST02415,61,Male,South,Month-to-Month,9,51.36,494.18,Fiber optic,Yes,Yes,Credit card,1
CUST02416,70,Male,West,Month-to-Month,66,97.12,6442.21,Fiber optic,Yes,No,Credit card,1
CUST02417,41,Female,North,Month-to-Month,44,58.2,2608.49,No,Yes,Yes,Bank transfer,1
CUST02418,77,Male,North,Month-to-Month,16,55.01,928.7,DSL,Yes,Yes,Electronic check,0
CUST02419,75,Male,North,One year,48,117.12,5655.02,Fiber optic,Yes,No,Credit card,0
CUST02420,20,Female,South,Two year,53,60.35,3213.25,No,Yes,No,Bank transfer,0
CUST02421,37,Female,West,Month-to-Month,65,33.0,2176.97,No,Yes,Yes,Credit card,1
CUST02422,63,Female,South,Month-to-Month,48,46.8,2274.2,DSL,No,No phone service,Electronic check,1
CUST02423,32,Male,West,One year,70,92.34,6503.25,Fiber optic,No,No phone service,Credit card,0
CUST02424,42,Male,South,Two year,46,46.19,2167.9,DSL,Yes,Yes,Mailed check,0
CUST02425,47,Male,South,One year,33,88.05,2937.53,DSL,Yes,Yes,Mailed check,0
CUST02426,31,Female,South,One year,52,111.48,5822.8,Fiber optic,Yes,No,Mailed check,0
CUST02427,24,Female,North,Two year,55,57.41,3200.4,Fiber optic,Yes,No,Mailed check,0
CUST02428,34,Female,South,Month-to-Month,51,39.26,2024.58,Fiber optic,Yes,No,Credit card,0
CUST02429,79,Female,West,Two year,40,91.68,3691.06,DSL,No,No phone service,Electronic check,0
CUST02430,61,Male,West,Two year,25,63.78,1595.36,No,Yes,Yes,Electronic check,0
CUST02431,37,Male,West,Two year,63,24.61,1554.02,Fiber optic,Yes,No,Electronic check,0
CUST02432,53,Male,North,Month-to-Month,22,77.85,1734.18,Fiber optic,No,No phone service,Mailed check,1
CUST02433,26,Male,South,Two year,38,78.05,2966.28,Fiber optic,Yes,Yes,Electronic check,0
CUST02434,55,Male,South,Month-to-Month,9,88.17,803.7,No,Yes,No,Bank transfer,1
CUST02435,65,Male,East,Month-to-Month,37,93.53,3494.59,No,Yes,No,Bank transfer,1
CUST02436,74,Male,North,One year,5,84.56,454.24,Fiber optic,No,No phone service,Credit card,0
CUST02437,77,Male,West,Month-to-Month,22,53.83,1212.6,Fiber optic,Yes,No,Bank transfer,1
CUST02438,39,Female,West,Month-to-Month,12,103.54,1283.74,Fiber optic,Yes,No,Credit card,0
CUST02439,71,Female,South,One year,60,113.53,6829.87,DSL,No,No phone service,Mailed check,0
CUST02440,70,Male,West,One year,44,50.21,2242.23,DSL,Yes,Yes,Electronic check,0
CUST02441,70,Female,South,One year,22,48.18,1092.19,Fiber optic,Yes,No,Electronic check,1
CUST02442,19,Male,South,Month-to-Month,6,71.3,460.76,Fiber optic,No,No phone service,Electronic check,1
CUST02443,41,Male,East,One year,27,118.58,3235.36,DSL,Yes,Yes,Electronic check,0
CUST02444,25,Female,North,Month-to-Month,55,36.34,2038.82,Fiber optic,Yes,Yes,Mailed check,1
CUST02445,28,Male,South,One year,15,69.49,1072.76,Fiber optic,Yes,Yes,Electronic check,1
CUST02446,30,Male,South,Month-to-Month,64,39.42,2566.69,Fiber optic,Yes,No,Bank transfer,1
CUST02447,34,Male,South,One year,17,60.99,1058.21,No,Yes,No,Electronic check,0
CUST02448,25,Male,East,Month-to-Month,3,57.89,222.34,DSL,Yes,Yes,Bank transfer,1
CUST02449,38,Male,South,Two year,10,77.09,772.58,Fiber optic,Yes,Yes,Bank transfer,0
CUST02450,35,Male,North,Month-to-Month,63,23.46,1484.68,Fiber optic,No,No phone service,Electronic check,0
CUST02451,47,Male,North,One year,63,100.73,6350.18,DSL,Yes,Yes,Credit card,0
CUST02452,35,Female,West,Month-to-Month,62,90.93,5659.57,Fiber optic,No,No phone service,Bank transfer,1
CUST02453,63,Female,North,One year,9,119.98,1109.21,Fiber optic,No,No phone service,Bank transfer,1
CUST02454,64,Male,West,Month-to-Month,24,45.57,1115.81,Fiber optic,Yes,No,Bank transfer,0
CUST02455,48,Female,North,Month-to-Month,32,106.78,3427.47,Fiber optic,Yes,No,Bank transfer,0
CUST02456,55,Male,West,One year,3,81.04,254.72,No,Yes,Yes,Electronic check,0
CUST02457,49,Male,South,One year,33,43.1,1462.66,No,Yes,No,Electronic check,0
CUST02458,28,Male,East,Month-to-Month,43,49.57,2134.18,No,Yes,Yes,Electronic check,0
CUST02459,62,Male,East,Month-to-Month,12,22.04,314.06,No,Yes,No,Mailed check,0
CUST02460,42,Female,East,One year,32,54.35,1775.24,DSL,Yes,Yes,Electronic check,1
CUST02461,50,Female,South,One year,20,109.94,2244.86,Fiber optic,Yes,Yes,Electronic check,0
CUST02462,77,Female,East,Month-to-Month,67,27.52,1852.98,No,Yes,Yes,Credit card,0
CUST02463,55,Female,North,Two year,68,112.81,7699.04,Fiber optic,Yes,No,Electronic check,1
CUST02464,58,Male,West,Two year,17,57.96,1011.77,Fiber optic,Yes,No,Bank transfer,0
CUST02465,25,Female,South,Month-to-Month,19,94.09,1818.75,Fiber optic,Yes,No,Electronic check,0
CUST02466,28,Male,East,Month-to-Month,4,85.85,382.28,DSL,Yes,No,Electronic check,1
CUST02467,39,Male,North,One year,17,87.25,1518.94,Fiber optic,Yes,No,Electronic check,0
CUST02468,68,Female,North,Two year,64,74.83,4808.77,Fiber optic,Yes,No,Electronic check,0
CUST02469,41,Male,South,One year,22,66.43,1504.92,Fiber optic,Yes,Yes,Credit card,1
CUST02470,58,Female,South,Month-to-Month,66,112.83,7447.49,Fiber optic,Yes,No,Bank transfer,0
CUST02471,34,Female,East,Month-to-Month,42,88.0,3708.66,No,Yes,No,Mailed check,0
CUST02472,29,Female,West,Month-to-Month,45,81.46,3691.67,DSL,Yes,Yes,Mailed check,1
CUST02473,74,Female,East,One year,11,61.82,722.98,Fiber optic,Yes,No,Bank transfer,1
CUST02474,63,Female,East,Month-to-Month,53,42.51,2272.98,Fiber optic,Yes,Yes,Electronic check,0
CUST02475,49,Male,South,Month-to-Month,60,20.18,1249.6,Fiber optic,Yes,Yes,Electronic check,1
CUST02476,32,Female,East,Month-to-Month,29,118.07,3437.29,Fiber optic,Yes,Yes,Mailed check,1
CUST02477,33,Female,East,Month-to-Month,20,95.64,1961.27,No,Yes,Yes,Electronic check,1
CUST02478,71,Male,West,Month-to-Month,5,119.4,597.77,Fiber optic,Yes,Yes,Bank transfer,0
CUST02479,39,Female,North,Month-to-Month,25,97.02,2434.34,DSL,Yes,No,Bank transfer,0
CUST02480,45,Female,North,Two year,34,24.55,835.8,Fiber optic,Yes,Yes,Credit card,0
CUST02481,37,Male,West,Month-to-Month,12,64.41,773.78,DSL,Yes,No,Credit card,0
CUST02482,50,Male,North,Month-to-Month,28,31.68,932.33,DSL,Yes,No,Credit card,0
CUST02483,27,Female,East,Month-to-Month,6,100.13,614.57,DSL,Yes,No,Mailed check,1
CUST02484,57,Male,West,Month-to-Month,19,38.6,745.11,Fiber optic,Yes,No,Credit card,0
CUST02485,49,Female,West,Month-to-Month,12,85.77,1042.6,DSL,Yes,Yes,Electronic check,1
CUST02486,67,Male,South,Month-to-Month,25,85.85,2186.39,DSL,Yes,No,Mailed check,1
CUST02487,77,Female,North,Month-to-Month,13,83.89,1106.16,Fiber optic,Yes,No,Electronic check,0
CUST02488,50,Female,South,Two year,3,107.84,353.18,Fiber optic,Yes,Yes,Electronic check,0
CUST02489,19,Female,East,Month-to-Month,24,92.57,2264.6,Fiber optic,No,No phone service,Mailed check,1
CUST02490,50,Male,West,Month-to-Month,8,52.75,437.94,No,Yes,Yes,Electronic check,1
CUST02491,50,Female,East,One year,45,51.48,2323.89,Fiber optic,Yes,No,Mailed check,1
CUST02492,58,Male,North,Month-to-Month,1,22.23,25.6,Fiber optic,Yes,No,Mailed check,1
CUST02493,30,Female,South,One year,3,110.83,360.66,DSL,Yes,No,Electronic check,1
CUST02494,47,Female,North,Month-to-Month,65,30.35,2003.04,Fiber optic,Yes,No,Mailed check,1
CUST02495,50,Female,East,Month-to-Month,15,67.91,1062.2,Fiber optic,Yes,No,Electronic check,1
CUST02496,30,Female,South,Month-to-Month,50,70.85,3566.18,DSL,Yes,Yes,Bank transfer,1
CUST02497,69,Female,North,Two year,20,64.78,1338.96,Fiber optic,Yes,Yes,Electronic check,0
CUST02498,43,Male,East,Month-to-Month,3,77.43,258.01,Fiber optic,Yes,No,Electronic check,1
CUST02499,39,Male,North,Month-to-Month,61,92.93,5698.24,Fiber optic,No,No phone service,Credit card,0
CUST02500,56,Male,West,Month-to-Month,15,39.62,621.18,Fiber optic,Yes,Yes,Bank transfer,0
CUST02501,19,Female,South,Month-to-Month,59,27.37,1629.85,DSL,No,No phone service,Electronic check,0
CUST02502,55,Female,South,Two year,54,105.74,5752.14,Fiber optic,Yes,Yes,Bank transfer,0
CUST02503,56,Male,South,Month-to-Month,60,69.48,4213.02,Fiber optic,No,No phone service,Credit card,1
CUST02504,43,Female,West,Two year,37,32.74,1253.8,DSL,No,No phone service,Bank transfer,0
CUST02505,63,Female,South,Month-to-Month,21,87.21,1836.78,Fiber optic,Yes,Yes,Mailed check,0
CUST02506,75,Female,West,Two year,23,42.31,1006.46,No,Yes,No,Credit card,0
CUST02507,67,Male,South,Month-to-Month,18,28.18,529.44,DSL,Yes,No,Bank transfer,0
CUST02508,32,Male,North,Two year,17,48.26,825.31,No,Yes,Yes,Bank transfer,0
CUST02509,51,Male,North,Month-to-Month,31,49.69,1543.48,DSL,No,No phone service,Electronic check,0
CUST02510,59,Male,North,One year,64,106.84,6872.65,No,Yes,No,Bank transfer,0
CUST02511,72,Male,North,One year,48,50.74,2455.4,DSL,Yes,Yes,Credit card,0
CUST02512,61,Female,West,Month-to-Month,26,98.03,2567.89,DSL,Yes,No,Bank transfer,1
CUST02513,66,Female,East,One year,22,77.72,1720.49,DSL,Yes,No,Electronic check,0
CUST02514,57,Female,East,One year,45,29.47,1356.26,No,Yes,No,Electronic check,0
CUST02515,28,Female,North,Two year,36,35.65,1290.82,Fiber optic,Yes,Yes,Electronic check,0
CUST02516,78,Male,East,Month-to-Month,64,28.01,1792.84,Fiber optic,Yes,Yes,Bank transfer,0
CUST02517,20,Male,East,Month-to-Month,35,60.15,2105.95,No,No,No phone service,Mailed check,0
CUST02518,76,Female,South,Two year,27,116.99,3177.12,DSL,Yes,No,Bank transfer,0
CUST02519,23,Male,West,Month-to-Month,68,38.08,2625.38,DSL,Yes,Yes,Electronic check,1
CUST02520,26,Female,North,Month-to-Month,17,54.21,951.7,Fiber optic,Yes,No,Electronic check,1
CUST02521,23,Female,East,Two year,70,102.0,7152.53,Fiber optic,Yes,No,Credit card,0
CUST02522,26,Female,East,Month-to-Month,11,107.58,1188.48,DSL,Yes,No,Electronic check,0
CUST02523,56,Female,North,Month-to-Month,5,93.54,485.79,Fiber optic,No,No phone service,Electronic check,1
CUST02524,48,Male,South,Month-to-Month,58,66.71,3914.0,DSL,Yes,Yes,Electronic check,0
CUST02525,49,Female,North,Two year,57,84.89,4856.07,DSL,Yes,Yes,Electronic check,0
CUST02526,58,Male,South,Two year,14,65.0,916.0,DSL,Yes,Yes,Mailed check,0
CUST02527,67,Female,East,Two year,1,104.86,149.42,DSL,Yes,Yes,Electronic check,1
CUST02528,29,Female,West,One year,16,60.99,992.04,Fiber optic,Yes,Yes,Bank transfer,0
CUST02529,25,Female,South,Month-to-Month,26,101.78,2684.88,DSL,Yes,Yes,Bank transfer,0
CUST02530,25,Female,South,Month-to-Month,49,78.57,3863.59,DSL,Yes,Yes,Bank transfer,1
CUST02531,67,Male,North,Month-to-Month,42,72.12,3072.5,Fiber optic,Yes,Yes,Electronic check,1
CUST02532,45,Female,East,Month-to-Month,70,85.65,5999.59,No,Yes,No,Bank transfer,0
CUST02533,79,Male,West,Month-to-Month,66,49.21,3260.52,Fiber optic,Yes,No,Mailed check,0
CUST02534,37,Female,North,Two year,53,59.22,3175.03,Fiber optic,Yes,No,Electronic check,0
CUST02535,79,Female,North,One year,9,100.5,924.23,Fiber optic,Yes,No,Electronic check,1
CUST02536,64,Female,West,Month-to-Month,69,58.4,4057.13,Fiber optic,Yes,Yes,Mailed check,1
CUST02537,76,Male,East,Two year,40,85.36,3428.25,No,Yes,No,Electronic check,0
CUST02538,24,Female,West,Two year,56,86.35,4853.66,No,Yes,Yes,Credit card,0
CUST02539,28,Female,North,One year,5,106.97,565.17,Fiber optic,Yes,No,Bank transfer,0
CUST02540,37,Female,North,Month-to-Month,56,64.37,3644.34,Fiber optic,Yes,Yes,Bank transfer,1
CUST02541,33,Female,South,Month-to-Month,5,110.25,595.85,Fiber optic,No,No phone service,Electronic check,1
CUST02542,21,Female,West,Month-to-Month,69,119.31,8250.33,DSL,Yes,No,Credit card,0
CUST02543,23,Male,West,Month-to-Month,52,36.92,1951.36,No,Yes,No,Mailed check,0
CUST02544,75,Male,West,Month-to-Month,33,91.54,3045.72,Fiber optic,Yes,Yes,Bank transfer,0
CUST02545,39,Female,North,Two year,22,89.84,2009.3,Fiber optic,No,No phone service,Bank transfer,1
CUST02546,43,Female,East,Month-to-Month,15,65.61,1015.24,DSL,Yes,No,Electronic check,1
CUST02547,20,Male,North,Month-to-Month,65,50.38,3305.71,DSL,No,No phone service,Mailed check,0
CUST02548,58,Female,South,Month-to-Month,71,22.72,1634.93,DSL,Yes,No,Mailed check,1
CUST02549,77,Male,North,One year,23,83.62,1937.94,DSL,Yes,No,Credit card,0
